STATION,LATITUDE,LONGITUDE,ELEVATION,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00440766,37.2039,-80.4144,641,2/11/2000,,,0,0,0,57,25,41
USC00440766,37.2039,-80.4144,641,2/12/2000,,,0.19,0.3,0,54,32,32
USC00440766,37.2039,-80.4144,641,2/13/2000,,,0.03,0.3,0,36,26,26
USC00440766,37.2039,-80.4144,641,2/14/2000,,,0.51,0,0,38,26,43
USC00440766,37.2039,-80.4144,641,2/15/2000,,,0.01,0,0,54,31,31
USC00440766,37.2039,-80.4144,641,2/16/2000,,,0,0,0,47,28,41
USC00440766,37.2039,-80.4144,641,2/17/2000,,,0,0,0,65,25,25
USC00440766,37.2039,-80.4144,641,2/18/2000,,,0.75,0,0,49,25,31
USC00440766,37.2039,-80.4144,641,2/19/2000,,,0.54,0,0,53,30,53
USC00440766,37.2039,-80.4144,641,2/20/2000,,,0,0,0,53,30,30
USC00440766,37.2039,-80.4144,641,2/21/2000,,,0,0,0,38,27,29
USC00440766,37.2039,-80.4144,641,2/22/2000,,,0,0,0,49,22,26
USC00440766,37.2039,-80.4144,641,2/23/2000,,,0,0,0,50,26,39
USC00440766,37.2039,-80.4144,641,2/24/2000,,,0,0,0,64,34,35
USC00440766,37.2039,-80.4144,641,2/25/2000,,,0,0,0,69,35,37
USC00440766,37.2039,-80.4144,641,2/26/2000,,,0,0,0,73,35,37
USC00440766,37.2039,-80.4144,641,2/27/2000,,,0,0,0,72,37,47
USC00440766,37.2039,-80.4144,641,2/28/2000,,,0.16,0,0,62,35,36
USC00440766,37.2039,-80.4144,641,2/29/2000,,,0,0,0,53,24,24
USC00440766,37.2039,-80.4144,641,3/1/2000,,,0,0,0,64,24,30
USC00440766,37.2039,-80.4144,641,3/2/2000,,,0,0,0,63,30,38
USC00440766,37.2039,-80.4144,641,3/3/2000,,,0,0,0,51,30,31
USC00440766,37.2039,-80.4144,641,3/4/2000,,,0,0,0,56,29,29
USC00440766,37.2039,-80.4144,641,3/5/2000,,,0,0,0,56,29,34
USC00440766,37.2039,-80.4144,641,3/6/2000,,,0,0,0,62,34,35
USC00440766,37.2039,-80.4144,641,3/7/2000,,,0,0,0,67,30,30
USC00440766,37.2039,-80.4144,641,3/8/2000,,,0,0,0,74,30,44
USC00440766,37.2039,-80.4144,641,3/9/2000,,,0,0,0,79,42,46
USC00440766,37.2039,-80.4144,641,3/10/2000,,,0,0,0,69,45,46
USC00440766,37.2039,-80.4144,641,3/11/2000,,,0.26,0,0,73,45,57
USC00440766,37.2039,-80.4144,641,3/12/2000,,,0.29,0,0,62,32,32
USC00440766,37.2039,-80.4144,641,3/13/2000,,,0,0,0,35,17,18
USC00440766,37.2039,-80.4144,641,3/14/2000,,,0,0,0,49,18,21
USC00440766,37.2039,-80.4144,641,3/15/2000,,,0,0,0,59,21,30
USC00440766,37.2039,-80.4144,641,3/16/2000,,,0,0,0,66,30,46
USC00440766,37.2039,-80.4144,641,3/17/2000,,,0.56,0,0,59,44,44
USC00440766,37.2039,-80.4144,641,3/18/2000,,,0,0,0,53,23,23
USC00440766,37.2039,-80.4144,641,3/19/2000,,,0,0,0,44,23,29
USC00440766,37.2039,-80.4144,641,3/20/2000,,,0.06,0,0,39,29,36
USC00440766,37.2039,-80.4144,641,3/21/2000,,,0.79,0,0,41,36,37
USC00440766,37.2039,-80.4144,641,3/22/2000,,,0,0,0,52,36,40
USC00440766,37.2039,-80.4144,641,3/23/2000,,,0,0,0,57,39,42
USC00440766,37.2039,-80.4144,641,3/24/2000,,,0,0,0,65,33,34
USC00440766,37.2039,-80.4144,641,3/25/2000,,,0,0,0,72,34,42
USC00440766,37.2039,-80.4144,641,3/26/2000,,,0,0,0,72,42,47
USC00440766,37.2039,-80.4144,641,3/27/2000,,,0,0,0,64,32,39
USC00440766,37.2039,-80.4144,641,3/28/2000,,,0,0,0,60,31,35
USC00440766,37.2039,-80.4144,641,3/29/2000,,,0.02,0,0,55,33,34
USC00440766,37.2039,-80.4144,641,3/30/2000,,,0,0,0,56,34,41
USC00440766,37.2039,-80.4144,641,3/31/2000,,,0,0,0,61,26,27
USC00440766,37.2039,-80.4144,641,4/1/2000,,,0,0,0,67,26,29
USC00440766,37.2039,-80.4144,641,4/2/2000,,,0,0,0,72,29,52
USC00440766,37.2039,-80.4144,641,4/3/2000,,,0.32,0,0,57,50,53
USC00440766,37.2039,-80.4144,641,4/4/2000,,,0.72,0,0,70,51,51
USC00440766,37.2039,-80.4144,641,4/5/2000,,,0.07,0,0,51,29,31
USC00440766,37.2039,-80.4144,641,4/6/2000,,,0,0,0,54,31,48
USC00440766,37.2039,-80.4144,641,4/7/2000,,,0,0,0,73,41,42
USC00440766,37.2039,-80.4144,641,4/8/2000,,,0,0,0,76,42,54
USC00440766,37.2039,-80.4144,641,4/9/2000,,,0.16,0.3,0,62,28,29
USC00440766,37.2039,-80.4144,641,4/10/2000,,,0,0,0,50,28,44
USC00440766,37.2039,-80.4144,641,4/11/2000,,,0,0,0,66,42,46
USC00440766,37.2039,-80.4144,641,4/12/2000,,,0,0,0,68,46,51
USC00440766,37.2039,-80.4144,641,4/13/2000,,,0,0,0,52,35,36
USC00440766,37.2039,-80.4144,641,4/14/2000,,,0.06,0,0,44,36,36
USC00440766,37.2039,-80.4144,641,4/15/2000,,,0.06,0,0,47,36,47
USC00440766,37.2039,-80.4144,641,4/16/2000,,,0.11,0,0,60,47,54
USC00440766,37.2039,-80.4144,641,4/17/2000,,,0.73,0,0,75,48,54
USC00440766,37.2039,-80.4144,641,4/18/2000,,,1.94,0,0,70,47,47
USC00440766,37.2039,-80.4144,641,4/19/2000,,,0.08,0,0,52,46,49
USC00440766,37.2039,-80.4144,641,4/20/2000,,,0,0,0,65,43,44
USC00440766,37.2039,-80.4144,641,4/21/2000,,,0.05,0,0,73,43,55
USC00440766,37.2039,-80.4144,641,4/22/2000,,,0,0,0,60,39,39
USC00440766,37.2039,-80.4144,641,4/23/2000,,,0,0,0,49,39,43
USC00440766,37.2039,-80.4144,641,4/24/2000,,,0,0,0,61,40,40
USC00440766,37.2039,-80.4144,641,4/25/2000,,,0.51,0,0,52,39,43
USC00440766,37.2039,-80.4144,641,4/26/2000,,,0.24,0,0,49,40,40
USC00440766,37.2039,-80.4144,641,4/27/2000,,,0,0,0,62,32,32
USC00440766,37.2039,-80.4144,641,4/28/2000,,,0,0,0,62,32,43
USC00440766,37.2039,-80.4144,641,4/29/2000,,,0.06,0,0,57,39,39
USC00440766,37.2039,-80.4144,641,4/30/2000,,,0.02,0,0,62,34,34
USC00440766,37.2039,-80.4144,641,5/1/2000,,,0,0,0,69,34,37
USC00440766,37.2039,-80.4144,641,5/2/2000,,,0,0,0,76,36,59
USC00440766,37.2039,-80.4144,641,5/3/2000,,,0,0,0,73,42,44
USC00440766,37.2039,-80.4144,641,5/4/2000,,,0,0,0,76,44,54
USC00440766,37.2039,-80.4144,641,5/5/2000,,,0,0,0,79,50,50
USC00440766,37.2039,-80.4144,641,5/6/2000,,,0,0,0,80,50,56
USC00440766,37.2039,-80.4144,641,5/7/2000,,,0,0,0,84,52,53
USC00440766,37.2039,-80.4144,641,5/8/2000,,,0,0,0,85,52,54
USC00440766,37.2039,-80.4144,641,5/9/2000,,,0,0,0,81,53,59
USC00440766,37.2039,-80.4144,641,5/10/2000,,,0,0,0,82,57,59
USC00440766,37.2039,-80.4144,641,5/11/2000,,,0,0,0,77,41,46
USC00440766,37.2039,-80.4144,641,5/12/2000,,,0,0,0,81,46,53
USC00440766,37.2039,-80.4144,641,5/13/2000,,,0,0,0,84,53,66
USC00440766,37.2039,-80.4144,641,5/14/2000,,,0,0,0,86,50,51
USC00440766,37.2039,-80.4144,641,5/15/2000,,,0,0,0,69,40,44
USC00440766,37.2039,-80.4144,641,5/16/2000,,,0,0,0,66,35,37
USC00440766,37.2039,-80.4144,641,5/17/2000,,,0.03,0,0,70,37,50
USC00440766,37.2039,-80.4144,641,5/18/2000,,,0,0,0,76,50,57
USC00440766,37.2039,-80.4144,641,5/19/2000,,,0,0,0,82,54,65
USC00440766,37.2039,-80.4144,641,5/20/2000,,,0.03,0,0,80,59,62
USC00440766,37.2039,-80.4144,641,5/21/2000,,,0.06,0,0,78,58,59
USC00440766,37.2039,-80.4144,641,5/22/2000,,,0.31,0,0,75,55,56
USC00440766,37.2039,-80.4144,641,5/23/2000,,,0.02,0,0,73,55,59
USC00440766,37.2039,-80.4144,641,5/24/2000,,,0.03,0,0,73,53,56
USC00440766,37.2039,-80.4144,641,5/25/2000,,,0.19,0,0,74,56,64
USC00440766,37.2039,-80.4144,641,5/26/2000,,,0.08,0,0,71,44,48
USC00440766,37.2039,-80.4144,641,5/27/2000,,,0.33,0,0,77,48,58
USC00440766,37.2039,-80.4144,641,5/28/2000,,,0.19,0,0,77,58,64
USC00440766,37.2039,-80.4144,641,5/29/2000,,,0.35,0,0,75,55,55
USC00440766,37.2039,-80.4144,641,5/30/2000,,,0.04,0,0,60,41,42
USC00440766,37.2039,-80.4144,641,5/31/2000,,,0,0,0,69,42,49
USC00440766,37.2039,-80.4144,641,6/1/2000,,,0,0,0,82,49,61
USC00440766,37.2039,-80.4144,641,6/2/2000,,,0,0,0,83,57,62
USC00440766,37.2039,-80.4144,641,6/3/2000,,,0,0,0,84,62,68
USC00440766,37.2039,-80.4144,641,6/4/2000,,,0,0,0,79,60,60
USC00440766,37.2039,-80.4144,641,6/5/2000,,,0,0,0,67,60,61
USC00440766,37.2039,-80.4144,641,6/6/2000,,,0.7,0,0,67,56,57
USC00440766,37.2039,-80.4144,641,6/7/2000,,,0,0,0,60,47,49
USC00440766,37.2039,-80.4144,641,6/8/2000,,,0,0,0,73,46,48
USC00440766,37.2039,-80.4144,641,6/9/2000,,,0,0,0,78,48,51
USC00440766,37.2039,-80.4144,641,6/10/2000,,,0,0,0,83,51,58
USC00440766,37.2039,-80.4144,641,6/11/2000,,,0,0,0,87,56,58
USC00440766,37.2039,-80.4144,641,6/12/2000,,,0.01,0,0,88,58,61
USC00440766,37.2039,-80.4144,641,6/13/2000,,,0,0,0,87,61,62
USC00440766,37.2039,-80.4144,641,6/14/2000,,,0,0,0,88,62,66
USC00440766,37.2039,-80.4144,641,6/15/2000,,,0.22,0,0,85,60,64
USC00440766,37.2039,-80.4144,641,6/16/2000,,,0.09,0,0,83,64,65
USC00440766,37.2039,-80.4144,641,6/17/2000,,,0.25,0,0,81,65,66
USC00440766,37.2039,-80.4144,641,6/18/2000,,,0.54,0,0,82,64,64
USC00440766,37.2039,-80.4144,641,6/19/2000,,,0.08,0,0,82,64,64
USC00440766,37.2039,-80.4144,641,6/20/2000,,,0.14,0,0,76,61,61
USC00440766,37.2039,-80.4144,641,6/21/2000,,,0,0,0,77,61,66
USC00440766,37.2039,-80.4144,641,6/22/2000,,,0.03,0,0,83,60,61
USC00440766,37.2039,-80.4144,641,6/23/2000,,,0.01,0,0,79,57,58
USC00440766,37.2039,-80.4144,641,6/24/2000,,,0,0,0,83,56,58
USC00440766,37.2039,-80.4144,641,6/25/2000,,,0,0,0,85,58,64
USC00440766,37.2039,-80.4144,641,6/26/2000,,,0,0,0,87,59,62
USC00440766,37.2039,-80.4144,641,6/27/2000,,,0.38,0,0,84,61,63
USC00440766,37.2039,-80.4144,641,6/28/2000,,,2.18,0,0,79,63,65
USC00440766,37.2039,-80.4144,641,6/29/2000,,,1.77,0,0,70,61,61
USC00440766,37.2039,-80.4144,641,6/30/2000,,,0.04,0,0,76,53,55
USC00440766,37.2039,-80.4144,641,7/1/2000,,,0,0,0,75,55,58
USC00440766,37.2039,-80.4144,641,7/2/2000,,,0,0,0,79,52,53
USC00440766,37.2039,-80.4144,641,7/3/2000,,,0,0,0,83,53,58
USC00440766,37.2039,-80.4144,641,7/4/2000,,,0.22,0,0,84,58,65
USC00440766,37.2039,-80.4144,641,7/5/2000,,,0.7,0,0,79,65,67
USC00440766,37.2039,-80.4144,641,7/6/2000,,,0.29,0,0,76,63,64
USC00440766,37.2039,-80.4144,641,7/7/2000,,,0,0,0,82,62,62
USC00440766,37.2039,-80.4144,641,7/8/2000,,,0,0,0,80,60,64
USC00440766,37.2039,-80.4144,641,7/9/2000,,,0,0,0,79,60,62
USC00440766,37.2039,-80.4144,641,7/10/2000,,,0,0,0,85,62,74
USC00440766,37.2039,-80.4144,641,7/11/2000,,,0.09,0,0,85,65,66
USC00440766,37.2039,-80.4144,641,7/12/2000,,,0.41,0,0,80,66,67
USC00440766,37.2039,-80.4144,641,7/13/2000,,,0.56,0,0,67,63,64
USC00440766,37.2039,-80.4144,641,7/14/2000,,,0,0,0,69,64,65
USC00440766,37.2039,-80.4144,641,7/15/2000,,,0.05,0,0,81,60,64
USC00440766,37.2039,-80.4144,641,7/16/2000,,,0.19,0,0,76,56,57
USC00440766,37.2039,-80.4144,641,7/17/2000,,,0,0,0,77,57,59
USC00440766,37.2039,-80.4144,641,7/18/2000,,,0,0,0,80,57,58
USC00440766,37.2039,-80.4144,641,7/19/2000,,,0,0,0,87,57,65
USC00440766,37.2039,-80.4144,641,7/20/2000,,,0.73,0,0,78,64,64
USC00440766,37.2039,-80.4144,641,7/21/2000,,,0,0,0,71,56,56
USC00440766,37.2039,-80.4144,641,7/22/2000,,,0,0,0,79,56,62
USC00440766,37.2039,-80.4144,641,7/23/2000,,,0,0,0,77,62,64
USC00440766,37.2039,-80.4144,641,7/24/2000,,,0.64,0,0,65,60,60
USC00440766,37.2039,-80.4144,641,7/25/2000,,,0,0,0,64,58,58
USC00440766,37.2039,-80.4144,641,7/26/2000,,,0,0,0,65,58,61
USC00440766,37.2039,-80.4144,641,7/27/2000,,,0,0,0,76,58,60
USC00440766,37.2039,-80.4144,641,7/28/2000,,,0.02,0,0,82,58,59
USC00440766,37.2039,-80.4144,641,7/29/2000,,,0.12,0,0,84,56,56
USC00440766,37.2039,-80.4144,641,7/30/2000,,,0.03,0,0,81,56,64
USC00440766,37.2039,-80.4144,641,7/31/2000,,,0.03,0,0,81,64,66
USC00440766,37.2039,-80.4144,641,8/1/2000,,,0.92,0,0,81,64,65
USC00440766,37.2039,-80.4144,641,8/2/2000,,,0.03,0,0,80,64,64
USC00440766,37.2039,-80.4144,641,8/3/2000,,,0.13,0,0,75,64,66
USC00440766,37.2039,-80.4144,641,8/4/2000,,,0.13,0,0,78,58,59
USC00440766,37.2039,-80.4144,641,8/5/2000,,,0.1,0,0,77,57,58
USC00440766,37.2039,-80.4144,641,8/6/2000,,,0,0,0,78,58,63
USC00440766,37.2039,-80.4144,641,8/7/2000,,,0,0,0,83,63,65
USC00440766,37.2039,-80.4144,641,8/8/2000,,,0,0,0,85,65,66
USC00440766,37.2039,-80.4144,641,8/9/2000,,,0.08,0,0,86,64,64
USC00440766,37.2039,-80.4144,641,8/10/2000,,,0.43,0,0,87,61,61
USC00440766,37.2039,-80.4144,641,8/11/2000,,,0,0,0,81,59,60
USC00440766,37.2039,-80.4144,641,8/12/2000,,,0,0,0,79,56,56
USC00440766,37.2039,-80.4144,641,8/13/2000,,,0.16,0,0,76,56,56
USC00440766,37.2039,-80.4144,641,8/14/2000,,,0,0,0,76,55,55
USC00440766,37.2039,-80.4144,641,8/15/2000,,,0,0,0,78,54,54
USC00440766,37.2039,-80.4144,641,8/16/2000,,,0,0,0,81,54,65
USC00440766,37.2039,-80.4144,641,8/17/2000,,,0,0,0,83,54,54
USC00440766,37.2039,-80.4144,641,8/18/2000,,,0.13,0,0,80,54,66
USC00440766,37.2039,-80.4144,641,8/19/2000,,,0.06,0,0,76,53,57
USC00440766,37.2039,-80.4144,641,8/20/2000,,,0,0,0,77,57,58
USC00440766,37.2039,-80.4144,641,8/21/2000,,,0,0,0,69,55,57
USC00440766,37.2039,-80.4144,641,8/22/2000,,,0,0,0,74,50,51
USC00440766,37.2039,-80.4144,641,8/23/2000,,,0,0,0,79,51,55
USC00440766,37.2039,-80.4144,641,8/24/2000,,,0.01,0,0,77,55,62
USC00440766,37.2039,-80.4144,641,8/25/2000,,,0.07,0,0,77,62,63
USC00440766,37.2039,-80.4144,641,8/26/2000,,,0.09,0,0,80,61,62
USC00440766,37.2039,-80.4144,641,8/27/2000,,,0,0,0,81,60,60
USC00440766,37.2039,-80.4144,641,8/28/2000,,,1.96,0,0,77,57,58
USC00440766,37.2039,-80.4144,641,8/29/2000,,,0,0,0,74,57,62
USC00440766,37.2039,-80.4144,641,8/30/2000,,,0,0,0,76,61,65
USC00440766,37.2039,-80.4144,641,8/31/2000,,,0.16,0,0,75,65,66
USC00440766,37.2039,-80.4144,641,9/1/2000,,,0.14,0,0,77,66,69
USC00440766,37.2039,-80.4144,641,9/2/2000,,,0.2,0,0,81,66,67
USC00440766,37.2039,-80.4144,641,9/3/2000,,,0.21,0,0,76,65,66
USC00440766,37.2039,-80.4144,641,9/4/2000,,,0.35,0,0,81,65,66
USC00440766,37.2039,-80.4144,641,9/5/2000,,,0.42,0,0,78,64,65
USC00440766,37.2039,-80.4144,641,9/6/2000,,,0.04,0,0,65,49,49
USC00440766,37.2039,-80.4144,641,9/7/2000,,,0,0,0,65,49,52
USC00440766,37.2039,-80.4144,641,9/8/2000,,,0,0,0,66,52,56
USC00440766,37.2039,-80.4144,641,9/9/2000,,,0,0,0,78,56,58
USC00440766,37.2039,-80.4144,641,9/10/2000,,,0.01,0,0,83,50,62
USC00440766,37.2039,-80.4144,641,9/11/2000,,,0.01,0,0,83,62,62
USC00440766,37.2039,-80.4144,641,9/12/2000,,,0.04,0,0,79,62,63
USC00440766,37.2039,-80.4144,641,9/13/2000,,,0,0,0,82,61,63
USC00440766,37.2039,-80.4144,641,9/14/2000,,,0,0,0,81,62,65
USC00440766,37.2039,-80.4144,641,9/15/2000,,,0,0,0,79,61,62
USC00440766,37.2039,-80.4144,641,9/16/2000,,,0,0,0,66,42,42
USC00440766,37.2039,-80.4144,641,9/17/2000,,,0,0,0,60,33,34
USC00440766,37.2039,-80.4144,641,9/18/2000,,,0,0,0,64,34,45
USC00440766,37.2039,-80.4144,641,9/19/2000,,,0.68,0,0,72,45,57
USC00440766,37.2039,-80.4144,641,9/20/2000,,,0.1,0,0,77,49,49
USC00440766,37.2039,-80.4144,641,9/21/2000,,,0.04,0,0,80,49,56
USC00440766,37.2039,-80.4144,641,9/22/2000,,,0,0,0,73,47,54
USC00440766,37.2039,-80.4144,641,9/23/2000,,,0.15,0,0,66,54,56
USC00440766,37.2039,-80.4144,641,9/24/2000,,,0,0,0,78,56,63
USC00440766,37.2039,-80.4144,641,9/25/2000,,,0.09,0,0,79,63,66
USC00440766,37.2039,-80.4144,641,9/26/2000,,,0.68,0,0,66,48,49
USC00440766,37.2039,-80.4144,641,9/27/2000,,,0,0,0,49,38,38
USC00440766,37.2039,-80.4144,641,9/28/2000,,,0,0,0,67,38,38
USC00440766,37.2039,-80.4144,641,9/29/2000,,,0,0,0,67,38,51
USC00440766,37.2039,-80.4144,641,9/30/2000,,,0,0,0,65,44,49
USC00440766,37.2039,-80.4144,641,10/1/2000,,,0,0,0,68,45,49
USC00440766,37.2039,-80.4144,641,10/2/2000,,,0,0,0,69,42,44
USC00440766,37.2039,-80.4144,641,10/3/2000,,,0,0,0,69,42,58
USC00440766,37.2039,-80.4144,641,10/4/2000,,,0,0,0,80,49,53
USC00440766,37.2039,-80.4144,641,10/5/2000,,,0,0,0,80,52,54
USC00440766,37.2039,-80.4144,641,10/6/2000,,,0,0,0,80,54,55
USC00440766,37.2039,-80.4144,641,10/7/2000,,,0,0,0,70,43,44
USC00440766,37.2039,-80.4144,641,10/8/2000,,,0,0,0,53,33,34
USC00440766,37.2039,-80.4144,641,10/9/2000,,,0,0,0,49,31,31
USC00440766,37.2039,-80.4144,641,10/10/2000,,,0,0,0,44,31,37
USC00440766,37.2039,-80.4144,641,10/11/2000,,,0,0,0,58,37,41
USC00440766,37.2039,-80.4144,641,10/12/2000,,,0,0,0,65,31,32
USC00440766,37.2039,-80.4144,641,10/13/2000,,,0,0,0,71,29,29
USC00440766,37.2039,-80.4144,641,10/14/2000,,,0,0,0,74,29,31
USC00440766,37.2039,-80.4144,641,10/15/2000,,,0,0,0,74,30,38
USC00440766,37.2039,-80.4144,641,10/16/2000,,,0,0,0,76,37,39
USC00440766,37.2039,-80.4144,641,10/17/2000,,,0,0,0,77,39,51
USC00440766,37.2039,-80.4144,641,10/18/2000,,,0,0,0,74,49,52
USC00440766,37.2039,-80.4144,641,10/19/2000,,,0,0,0,67,35,36
USC00440766,37.2039,-80.4144,641,10/20/2000,,,0,0,0,67,35,35
USC00440766,37.2039,-80.4144,641,10/21/2000,,,0,0,0,74,35,42
USC00440766,37.2039,-80.4144,641,10/22/2000,,,0,0,0,73,41,49
USC00440766,37.2039,-80.4144,641,10/23/2000,,,0,0,0,75,41,41
USC00440766,37.2039,-80.4144,641,10/24/2000,,,0,0,0,70,41,42
USC00440766,37.2039,-80.4144,641,10/25/2000,,,0.02,0,0,69,42,56
USC00440766,37.2039,-80.4144,641,10/26/2000,,,0,0,0,72,52,55
USC00440766,37.2039,-80.4144,641,10/27/2000,,,0,0,0,69,38,42
USC00440766,37.2039,-80.4144,641,10/28/2000,,,0,0,0,73,38,56
USC00440766,37.2039,-80.4144,641,10/29/2000,,,0,0,0,71,26,26
USC00440766,37.2039,-80.4144,641,10/30/2000,,,0,0,0,64,26,29
USC00440766,37.2039,-80.4144,641,10/31/2000,,,0,0,0,65,28,40
USC00440766,37.2039,-80.4144,641,11/1/2000,,,0,0,0,67,26,26
USC00440766,37.2039,-80.4144,641,11/2/2000,,,0,0,0,71,26,27
USC00440766,37.2039,-80.4144,641,11/3/2000,,,0,0,0,74,27,38
USC00440766,37.2039,-80.4144,641,11/4/2000,,,0,0,0,71,37,54
USC00440766,37.2039,-80.4144,641,11/5/2000,,,0,0,0,60,33,36
USC00440766,37.2039,-80.4144,641,11/6/2000,,,0,0,0,57,23,23
USC00440766,37.2039,-80.4144,641,11/7/2000,,,0.02,0,0,61,22,48
USC00440766,37.2039,-80.4144,641,11/8/2000,,,0.12,0,0,60,44,52
USC00440766,37.2039,-80.4144,641,11/9/2000,,,0.08,0,0,69,52,55
USC00440766,37.2039,-80.4144,641,11/10/2000,,,0.96,0,0,64,45,45
USC00440766,37.2039,-80.4144,641,11/11/2000,,,0,0,0,46,35,35
USC00440766,37.2039,-80.4144,641,11/12/2000,,,0,0,0,54,23,24
USC00440766,37.2039,-80.4144,641,11/13/2000,,,0,0,0,59,23,33
USC00440766,37.2039,-80.4144,641,11/14/2000,,,0.01,0,0,51,31,41
USC00440766,37.2039,-80.4144,641,11/15/2000,,,0,0,0,46,31,31
USC00440766,37.2039,-80.4144,641,11/16/2000,,,0,0,0,41,22,26
USC00440766,37.2039,-80.4144,641,11/17/2000,,,0.07,0,0,46,26,37
USC00440766,37.2039,-80.4144,641,11/18/2000,,,0,0,0,46,21,21
USC00440766,37.2039,-80.4144,641,11/19/2000,,,0,0,0,33,21,29
USC00440766,37.2039,-80.4144,641,11/20/2000,,,0,0,0,34,16,17
USC00440766,37.2039,-80.4144,641,11/21/2000,,,0,0,0,40,17,21
USC00440766,37.2039,-80.4144,641,11/22/2000,,,0,0,0,28,17,17
USC00440766,37.2039,-80.4144,641,11/23/2000,,,0,0,0,36,17,20
USC00440766,37.2039,-80.4144,641,11/24/2000,,,0,0,0,44,20,26
USC00440766,37.2039,-80.4144,641,11/25/2000,,,0.16,0,0,42,26,31
USC00440766,37.2039,-80.4144,641,11/26/2000,,,0.24,0,0,38,31,38
USC00440766,37.2039,-80.4144,641,11/27/2000,,,0,0,0,50,38,39
USC00440766,37.2039,-80.4144,641,11/28/2000,,,0,0,0,53,31,35
USC00440766,37.2039,-80.4144,641,11/29/2000,,,0,0,0,51,24,29
USC00440766,37.2039,-80.4144,641,11/30/2000,,,0.03,0,0,49,29,30
USC00440766,37.2039,-80.4144,641,12/1/2000,,,0,0,0,34,19,19
USC00440766,37.2039,-80.4144,641,12/2/2000,,,0,0,0,43,19,33
USC00440766,37.2039,-80.4144,641,12/3/2000,,,0,0,0,35,22,22
USC00440766,37.2039,-80.4144,641,12/4/2000,,,0,0,0,35,8,8
